pcmap0,pcmap1,pcmap2,pcmap3,pcmap4,pcmap5,pcmap6,pcmap7,pcmap8,pcmap9,pcmap10,pcmap11,y,Label,FileName
-8.036302,-9.15289,-0.45677257,-1.0758822,7.5551987,-0.085493654,-1.5386293,-0.1126643,1.0593294,2.341524,-0.0041268463,-1.2784762,3.0,pituitary,Tr-pi_1418.jpg
-8.822668,-9.230242,-0.8151944,0.65311813,4.7754464,-0.5937209,-0.72974855,-0.41087368,0.5653954,2.2726934,0.14846037,-0.84461194,3.0,pituitary,Tr-pi_1327.jpg
4.324742,9.890222,2.8586235,5.2090406,-1.0817467,-1.2416471,-1.9132192,-0.5928859,-0.28790018,2.775043,-0.24756213,0.053622015,3.0,pituitary,Tr-pi_0333.jpg
4.3993597,10.089301,2.7885394,6.1216607,-1.4341834,-1.4642613,-2.233477,-0.7286319,-0.23335266,3.1240454,-0.21586418,0.22961248,3.0,pituitary,Tr-pi_0947.jpg
-4.2358875,-9.637425,-1.2743523,2.1366162,-3.8088663,-0.6830069,2.2038276,-0.7806871,-0.5173208,-0.091857634,0.5886289,0.28164542,3.0,pituitary,Tr-pi_0229.jpg
-8.698399,-8.610948,-0.8322332,-0.1611562,6.225076,-0.4318154,-1.2879204,-0.09609335,0.6465291,2.3692253,0.06378962,-1.1025368,3.0,pituitary,Tr-pi_1325.jpg
-4.111197,-9.884154,-1.3354213,2.3253677,-4.184222,-0.7198344,2.3549628,-0.83045655,-0.5476358,-0.14784932,0.62232155,0.3290289,3.0,pituitary,Tr-pi_0025.jpg
-8.108947,-8.987505,-0.49479765,-0.9880684,7.3604407,-0.12641367,-1.5119895,-0.092183284,0.9888237,2.3250496,-0.0011429412,-1.2501824,3.0,pituitary,Tr-pi_0849.jpg
1.7381754,-12.637501,5.0342445,-3.7594454,-1.7130466,1.4500644,1.2607976,-0.78533566,1.0207133,-2.2928157,-0.40305045,0.5950664,3.0,pituitary,Te-pi_0212.jpg
4.0216575,9.819126,2.8250723,4.8560205,-0.9260947,-1.1480386,-1.7498385,-0.5195187,-0.33045384,2.6093636,-0.25992918,-0.026167221,3.0,pituitary,Tr-pi_0945.jpg
4.151685,10.130438,2.6994746,5.810166,-1.3278784,-1.3861648,-2.1028926,-0.66546196,-0.27212164,2.9783914,-0.21692617,0.17197713,3.0,pituitary,Tr-pi_0795.jpg
5.7751846,9.799106,3.3423142,6.0831943,-1.2904212,-1.3663876,-2.2175274,-0.7649049,-0.12122588,3.0946696,-0.26424307,0.12809728,3.0,pituitary,Tr-pi_1053.jpg
3.4702308,-13.380037,5.9403024,-4.297401,-1.2081074,1.72355,0.8876551,-0.95740443,1.4114009,-2.3503444,-0.44113106,0.3996315,3.0,pituitary,Tr-pi_1273.jpg
3.2305112,9.281459,2.2793696,3.4005175,-0.46142545,-0.7963561,-1.197254,-0.25325277,-0.40492544,1.9080731,-0.24103825,-0.21137682,3.0,pituitary,Tr-pi_0572.jpg
-8.731706,-8.97628,-0.6984318,0.62542737,4.363294,-0.5867843,-0.6267567,-0.3972372,0.48274547,2.1293252,0.12993194,-0.7529769,3.0,pituitary,Te-pi_0286.jpg
1.8407959,-12.919141,4.348327,-3.098832,-2.2193987,1.294904,1.7797416,-0.7293524,0.91990703,-2.1728175,-0.29679596,0.78097796,3.0,pituitary,Tr-pi_1195.jpg
1.404408,-12.5794525,4.4853544,-3.296187,-1.9361421,1.3019348,1.4462528,-0.7651992,0.90960425,-2.160403,-0.32254496,0.62006867,3.0,pituitary,Tr-pi_0252.jpg
-8.842018,-9.360254,-0.74888235,0.6980471,4.6299934,-0.5956499,-0.6625018,-0.45206887,0.56963205,2.2436986,0.1471122,-0.80461955,3.0,pituitary,Tr-pi_0842.jpg
6.9731846,9.475978,3.6068702,5.7299523,-1.1024566,-1.1994842,-2.1007185,-0.7403243,-0.013945569,2.893581,-0.28386542,0.022651218,3.0,pituitary,Tr-pi_0698.jpg
2.6416922,9.823911,1.7051344,4.5378275,-1.0775888,-1.1622897,-1.6735779,-0.4180846,-0.38860348,2.3882744,-0.14528026,0.12902187,3.0,pituitary,Tr-pi_0957.jpg
3.50198,-13.391768,5.9725437,-4.322293,-1.2068086,1.7334473,0.8890826,-0.95651484,1.4170722,-2.3601215,-0.4460754,0.4053195,3.0,pituitary,Tr-pi_0424.jpg
0.85552055,-12.3012705,4.291248,-3.206066,-1.8736539,1.223691,1.372909,-0.7466241,0.837429,-2.1023514,-0.3138445,0.57100177,3.0,pituitary,Tr-pi_0016.jpg
0.91708,-12.234678,4.7642236,-3.658119,-1.9804809,1.369273,1.4286166,-0.69349086,0.8286627,-2.337782,-0.4173669,0.72226435,3.0,pituitary,Tr-pi_1265.jpg
2.4223604,8.750585,1.2743089,3.1875846,-0.59355074,-0.8120845,-1.1574683,-0.18333292,-0.3601918,1.7020495,-0.13150758,-0.031302143,3.0,pituitary,Tr-pi_1021.jpg
1.4970481,-12.693253,4.448243,-3.242079,-1.4959238,1.2527794,1.2105088,-0.8101977,1.0437409,-2.012461,-0.30012897,0.43909946,3.0,pituitary,Tr-pi_0162.jpg
5.2888203,-14.23746,6.8242183,-4.815298,-1.2218919,2.0338824,1.0165032,-1.0055054,1.7023767,-2.56397,-0.5170332,0.5431148,3.0,pituitary,Te-pi_0068.jpg
-2.1022146,-11.155022,-2.1095784,1.8393726,-3.328065,-0.39175987,2.3260803,-0.87659186,-0.17226428,-0.16530553,0.84810805,-0.14841318,3.0,pituitary,Tr-pi_0171.jpg
3.2081127,-13.24044,5.80929,-4.21511,-1.3831121,1.6921979,0.9930135,-0.9264174,1.3231386,-2.3607678,-0.43592265,0.46077353,3.0,pituitary,Tr-pi_1176.jpg
2.8420584,9.122369,1.7365823,4.4044557,-0.9580607,-1.1175675,-1.6013559,-0.39676616,-0.3149635,2.295702,-0.15362975,0.12013856,3.0,pituitary,Te-pi_0134.jpg
-4.2531514,-9.763128,-1.2934203,2.311323,-4.139469,-0.7305417,2.3216827,-0.81639487,-0.56175137,-0.13086706,0.6048204,0.3403296,3.0,pituitary,Tr-pi_0114.jpg
1.1736155,-12.267032,4.8928704,-3.709946,-1.5066054,1.378945,1.026372,-0.80439055,0.96489066,-2.1913204,-0.38741466,0.45010182,3.0,pituitary,Tr-pi_0482.jpg
5.633942,9.501772,3.1309326,5.6015477,-1.1393075,-1.2488749,-2.0370984,-0.6782549,-0.11961937,2.8510566,-0.25243345,0.08038238,3.0,pituitary,Te-pi_0015.jpg
1.4420075,-12.679336,4.516993,-3.3325377,-2.0899975,1.3199115,1.6236806,-0.71610725,0.89508057,-2.2418222,-0.3477504,0.7447696,3.0,pituitary,Tr-pi_1240.jpg
2.6504898,9.495535,1.707744,4.3227944,-0.9667126,-1.1052595,-1.5797414,-0.3811486,-0.371932,2.2810783,-0.15262862,0.09430602,3.0,pituitary,Tr-pi_0662.jpg
4.159497,8.037698,1.5398394,3.7667885,-0.7045269,-0.86340725,-1.335205,-0.30103168,-0.109194666,1.8328784,-0.1275038,0.05013281,3.0,pituitary,Tr-pi_0599.jpg
1.0945975,-12.511216,4.10562,-2.994808,-2.1497147,1.1969196,1.6708724,-0.7078648,0.81459296,-2.1025646,-0.28635803,0.71380234,3.0,pituitary,Tr-pi_0758.jpg
2.600527,-12.976408,5.74129,-4.2662816,-1.3461592,1.6444671,1.0073695,-0.85557127,1.2523434,-2.3887782,-0.47417507,0.5066116,3.0,pituitary,Tr-pi_0259.jpg
4.4079747,-13.80139,6.4873185,-4.648372,-1.2249205,1.9085399,0.95673347,-0.97365946,1.5610548,-2.4959471,-0.49942246,0.49314657,3.0,pituitary,Tr-pi_0774.jpg
-1.9998568,-11.291219,-1.131572,1.4220083,-3.5914185,-0.27091947,2.3315463,-0.8843795,-0.13279559,-0.45720437,0.6695699,0.09677912,3.0,pituitary,Tr-pi_0202.jpg
3.0699978,-13.2107,5.874323,-4.3092694,-1.309582,1.6948186,0.9975116,-0.8905735,1.3340971,-2.3951046,-0.4687242,0.49148974,3.0,pituitary,Tr-pi_0546.jpg
2.799407,-13.34997,4.826966,-3.3834288,-2.113389,1.4552172,1.7206216,-0.79160064,1.0955038,-2.2559927,-0.32626465,0.7708285,3.0,pituitary,Te-pi_0235.jpg
5.570287,9.248413,2.9542675,5.4799795,-1.1141216,-1.2209489,-1.9871725,-0.65064996,-0.09491487,2.759547,-0.23539424,0.09564598,3.0,pituitary,Tr-pi_1098.jpg
2.7022266,-13.053116,5.7174273,-4.227309,-1.374517,1.6425463,1.0452743,-0.857758,1.2635441,-2.3834496,-0.46594575,0.51810926,3.0,pituitary,Te-pi_0211.jpg
-7.915525,-9.052274,-0.37186158,-1.0819113,7.3257456,-0.06276481,-1.4525068,-0.1528184,1.0602317,2.2663202,-0.0072980244,-1.2245203,3.0,pituitary,Tr-pi_1365.jpg
-8.697049,-8.810049,-0.7102997,0.35913405,4.8621235,-0.53302413,-0.8124703,-0.29682085,0.51608676,2.1677313,0.103868134,-0.8428746,3.0,pituitary,Tr-pi_1338.jpg
5.543033,-14.362772,6.935603,-4.876725,-1.2275385,2.0742033,1.0410866,-1.0117781,1.7428659,-2.5908682,-0.5258987,0.564533,3.0,pituitary,Tr-pi_0476.jpg
0.7472751,-12.343366,3.6183147,-2.581752,-2.2395115,1.050566,1.7812818,-0.6823863,0.72843534,-1.9372649,-0.21697135,0.71073824,3.0,pituitary,Tr-pi_0478.jpg
2.830714,9.115809,2.0756443,3.4372988,-0.5179632,-0.83670825,-1.2391596,-0.2572342,-0.40664896,1.9301796,-0.21939304,-0.14620902,3.0,pituitary,Tr-pi_0976.jpg
-8.186987,-9.086217,-0.54828113,-0.95876074,7.500317,-0.14207919,-1.5553312,-0.08630755,1.0021534,2.3835387,0.0048240204,-1.2827514,3.0,pituitary,Tr-pi_0900.jpg
7.0118756,9.46245,3.616548,5.729343,-1.0998222,-1.1971614,-2.100684,-0.7412993,-0.00968435,2.8913524,-0.28445396,0.021331182,3.0,pituitary,Tr-pi_0697.jpg
4.409375,10.075131,2.815537,5.894506,-1.3342855,-1.3949375,-2.1372392,-0.6889137,-0.24665666,3.0185986,-0.22526553,0.17200185,3.0,pituitary,Tr-pi_0994.jpg
-8.153733,-9.035189,-0.512865,-0.92482316,7.293281,-0.14611588,-1.4907705,-0.102368936,0.9758115,2.3327358,0.00488174,-1.2410268,3.0,pituitary,Tr-pi_0884.jpg
0.81465226,-12.332597,4.2738285,-3.208068,-2.1271436,1.2358581,1.5881988,-0.6930117,0.778721,-2.194384,-0.33296776,0.7195281,3.0,pituitary,Tr-pi_0816.jpg
-3.9353738,-10.076753,-1.4163994,2.3992724,-4.326284,-0.72160596,2.430899,-0.85883313,-0.5420372,-0.17459548,0.6533897,0.32512695,3.0,pituitary,Tr-pi_0053.jpg
-8.726129,-9.044031,-0.71761584,0.5147842,4.7052984,-0.55702496,-0.7248735,-0.3754562,0.54029685,2.1860554,0.124646924,-0.8159244,3.0,pituitary,Te-pi_0281.jpg
4.939869,10.032631,3.1812613,5.7550306,-1.2274867,-1.3473951,-2.1178017,-0.7016464,-0.23350967,3.0254629,-0.26418906,0.09931854,3.0,pituitary,Tr-pi_0738.jpg
-4.1770053,-9.803341,-1.2910736,2.2866101,-4.124432,-0.71636456,2.3227396,-0.8184528,-0.5485398,-0.14043425,0.60746306,0.33233285,3.0,pituitary,Tr-pi_0540.jpg
3.8765802,8.846726,2.2127604,4.000734,-0.67954946,-0.9298587,-1.423979,-0.35820064,-0.25590003,2.1020792,-0.20917134,-0.05530142,3.0,pituitary,Tr-pi_0646.jpg
3.9267151,9.276539,2.6263318,3.7803125,-0.5223132,-0.8527885,-1.3255444,-0.33271447,-0.3417699,2.0774486,-0.26546675,-0.20245042,3.0,pituitary,Tr-pi_0617.jpg
5.6581373,9.322827,3.0330317,5.5873303,-1.1419117,-1.2432902,-2.0273216,-0.6718832,-0.09317905,2.8152697,-0.24096923,0.09993735,3.0,pituitary,Tr-pi_0577.jpg
0.45374015,-12.108111,4.4617724,-3.4571893,-2.0337403,1.273554,1.4381549,-0.6856927,0.74781495,-2.2818449,-0.38456205,0.69000804,3.0,pituitary,Te-pi_0283.jpg
4.517886,10.018396,2.8444426,6.0401506,-1.3912753,-1.4387051,-2.2073476,-0.72163785,-0.22572225,3.094281,-0.2229439,0.20854993,3.0,pituitary,Tr-pi_0936.jpg
-8.244727,-8.356805,-0.36746505,-0.42683658,5.5771494,-0.2898266,-1.0295337,-0.18799299,0.66297764,2.0355985,0.010994853,-0.9075241,3.0,pituitary,Tr-pi_1300.jpg
-8.707759,-8.964616,-0.74037117,0.46913564,4.796715,-0.5499853,-0.76558673,-0.3495244,0.5398297,2.195802,0.12207485,-0.8372645,3.0,pituitary,Tr-pi_1329.jpg
3.05733,8.885287,1.9751412,3.8238802,-0.6646422,-0.93563247,-1.3696018,-0.31331825,-0.33040863,2.0533798,-0.196082,-0.041429564,3.0,pituitary,Tr-pi_1126.jpg
4.7245836,10.024211,3.1269042,5.4606466,-1.1288848,-1.2840024,-2.0094037,-0.6497925,-0.26800573,2.9093158,-0.26803863,0.051690318,3.0,pituitary,Tr-pi_0444.jpg
-1.9719772,-11.265902,-1.7404231,1.6340266,-3.375216,-0.32430044,2.3192067,-0.8796532,-0.13622263,-0.28382957,0.783596,-0.072918564,3.0,pituitary,Tr-pi_0093.jpg
4.8460007,9.629319,2.9414103,5.361266,-1.0919604,-1.2359381,-1.9477234,-0.6211077,-0.20944367,2.782015,-0.24793507,0.06464998,3.0,pituitary,Tr-pi_0562.jpg
5.311886,-14.267091,6.7689776,-4.7616115,-1.2576975,2.022814,1.0543157,-1.0023926,1.69705,-2.553578,-0.50749505,0.55593705,3.0,pituitary,Tr-pi_0767.jpg
-2.2214954,-11.179545,-1.2263207,1.5977572,-3.7358816,-0.33933347,2.370757,-0.89000523,-0.19043645,-0.41753915,0.68253076,0.12115016,3.0,pituitary,Tr-pi_0381.jpg
2.0479326,-12.542635,5.02713,-3.66307,-1.6544224,1.4744846,0.9485519,-0.9449162,1.022213,-2.1733274,-0.32079318,0.35144097,3.0,pituitary,Tr-pi_1227.jpg
-2.3299162,-10.911053,-1.4083192,1.4638505,-3.225397,-0.31562877,2.1977046,-0.83309966,-0.15469708,-0.28845862,0.69259363,-0.004244717,3.0,pituitary,Tr-pi_0243.jpg
0.7418058,-12.269704,4.133712,-3.076536,-1.9049276,1.1769224,1.4200312,-0.73439187,0.81169987,-2.0563743,-0.2938158,0.57765186,3.0,pituitary,Tr-pi_1269.jpg
5.92542,9.852583,3.4210894,6.158067,-1.3056451,-1.3758757,-2.246358,-0.781958,-0.112574,3.13043,-0.26945913,0.12655455,3.0,pituitary,Tr-pi_0943.jpg
-8.059517,-9.161971,-0.47177878,-1.0472103,7.5389147,-0.09492836,-1.5349114,-0.11580196,1.0547833,2.3498516,-0.00076738105,-1.2781048,3.0,pituitary,Tr-pi_0979.jpg
1.7177316,-12.755094,4.4593544,-3.2167192,-2.106976,1.3176475,1.6051917,-0.76050264,0.9157563,-2.1753795,-0.30734217,0.69758135,3.0,pituitary,Tr-pi_0265.jpg
6.6682277,9.451404,3.456678,5.67621,-1.1054182,-1.199883,-2.071447,-0.7186456,-0.03259498,2.858532,-0.27241778,0.035286948,3.0,pituitary,Tr-pi_0913.jpg
4.5848937,10.118089,3.1099622,5.5493712,-1.1803962,-1.3251479,-2.0576336,-0.6665579,-0.2836001,2.9737399,-0.2648351,0.078717336,3.0,pituitary,Tr-pi_0545.jpg
-1.8288791,-11.388855,-0.85022146,1.2316045,-3.5854974,-0.20428762,2.3167744,-0.8853366,-0.08979144,-0.55038303,0.62192136,0.14297286,3.0,pituitary,Tr-pi_0037.jpg
-2.1305115,-11.200296,-1.9173405,1.8437533,-3.528602,-0.39519605,2.3751335,-0.8915728,-0.19036764,-0.23453437,0.8164896,-0.068554185,3.0,pituitary,Tr-pi_0205.jpg
1.9706466,-12.697615,4.9623055,-3.6376514,-1.7801785,1.4492704,1.2336514,-0.8416649,1.0198655,-2.2388732,-0.35697177,0.5379748,3.0,pituitary,Tr-pi_0324.jpg
-8.329154,-8.899051,-0.61023104,-0.7587139,7.124053,-0.22012432,-1.4823977,-0.0773848,0.8905263,2.363499,0.015524636,-1.2253098,3.0,pituitary,Tr-pi_0898.jpg
2.710914,9.05169,1.6149023,4.3201675,-0.95029724,-1.1046437,-1.5740442,-0.37837186,-0.31597164,2.2474024,-0.14226143,0.12949283,3.0,pituitary,Te-pi_0035.jpg
5.007473,9.986606,3.0652816,6.2472663,-1.4191833,-1.4609873,-2.281228,-0.7698364,-0.18065509,3.182037,-0.2378913,0.2087856,3.0,pituitary,Tr-pi_0615.jpg
-4.2002892,-9.879554,-1.366093,2.442876,-4.3437057,-0.7595228,2.4054053,-0.8437772,-0.582728,-0.14704406,0.63016564,0.35910007,3.0,pituitary,Tr-pi_0151.jpg
-2.3443134,-10.97442,-1.7017219,1.7154099,-3.402388,-0.38305047,2.288018,-0.85924774,-0.1957754,-0.23639536,0.75721323,-0.030466476,3.0,pituitary,Tr-pi_0068.jpg
-7.9105635,-9.083523,-0.35185325,-0.9885823,7.0727506,-0.08087076,-1.3645395,-0.18841669,1.0350666,2.2261088,0.00038594136,-1.177085,3.0,pituitary,Tr-pi_1372.jpg
-8.478689,-8.400273,-0.46954173,0.49461925,3.6589766,-0.54776955,-0.45705852,-0.35876548,0.3423891,1.8483231,0.09034855,-0.5934318,3.0,pituitary,Tr-pi_1380.jpg
-8.810925,-9.27782,-0.7035299,0.67274123,4.5203595,-0.58894813,-0.63631856,-0.44502726,0.546826,2.197095,0.13880216,-0.7774234,3.0,pituitary,Tr-pi_1440.jpg
-7.94593,-8.95042,-0.35837278,-0.9560358,6.9465346,-0.101109736,-1.3496835,-0.1694986,0.98716,2.2053685,-0.0023730532,-1.1551138,3.0,pituitary,Te-pi_0272.jpg
-8.608813,-8.4921,-0.7291255,-0.3515569,6.340634,-0.37747118,-1.3291979,-0.06178324,0.6628579,2.3182037,0.036525156,-1.1038299,3.0,pituitary,Tr-pi_0876.jpg
1.3679299,-12.44089,4.671112,-3.4611974,-1.426867,1.3163296,0.986102,-0.8571535,1.0145267,-2.0569267,-0.322357,0.34843224,3.0,pituitary,Tr-pi_0160.jpg
5.299573,9.49657,2.9563508,5.739572,-1.2237892,-1.3062475,-2.086281,-0.68827367,-0.12886213,2.9004037,-0.23319836,0.1398597,3.0,pituitary,Te-pi_0121.jpg
1.0478036,-12.323207,4.416497,-3.2802134,-1.5785443,1.2456844,1.1102439,-0.8198159,0.9276698,-2.0279007,-0.30151662,0.40215757,3.0,pituitary,Tr-pi_0413.jpg
4.695067,10.162495,3.2012298,5.435922,-1.0963119,-1.2652726,-1.9797944,-0.6397908,-0.29088283,2.8982444,-0.27952716,0.015497634,3.0,pituitary,Tr-pi_0595.jpg
3.2233417,-13.294245,5.7157917,-4.1306024,-1.2533112,1.6560806,0.9214683,-0.94754744,1.3600289,-2.2963204,-0.41354117,0.3919124,3.0,pituitary,Tr-pi_0329.jpg
-8.647151,-8.51987,-0.76179135,0.2671848,5.045774,-0.5188202,-0.90439755,-0.24237312,0.5125771,2.1924708,0.09771308,-0.8859562,3.0,pituitary,Tr-pi_1357.jpg
-3.5383806,-10.416708,-1.3633523,2.3131993,-4.3980856,-0.65904677,2.4900599,-0.8886287,-0.48567706,-0.2606283,0.6667847,0.31831288,3.0,pituitary,Tr-pi_0176.jpg
2.3997505,-12.854959,5.770602,-4.329635,-1.2871832,1.6413046,0.9504889,-0.84510046,1.2360152,-2.3994298,-0.49053532,0.4918789,3.0,pituitary,Tr-pi_0470.jpg
-7.8879256,-8.5950575,-0.2833067,-0.92658186,6.466594,-0.11518554,-1.2392874,-0.15363942,0.88026327,2.0724356,-0.014467282,-1.0585173,3.0,pituitary,Tr-pi_1369.jpg
3.9079287,9.054429,2.4482245,3.8473406,-0.5751205,-0.8782573,-1.3544351,-0.33825174,-0.30280778,2.073632,-0.24224883,-0.14430188,3.0,pituitary,Tr-pi_0619.jpg
4.485249,10.051163,2.8301294,6.0939703,-1.4168452,-1.4552553,-2.2283547,-0.7293391,-0.22735807,3.1184459,-0.22018579,0.22116922,3.0,pituitary,Tr-pi_0723.jpg
-1.9472895,-11.328477,-1.5462588,1.5962474,-3.518908,-0.31155497,2.3529067,-0.8911896,-0.1390896,-0.35423535,0.75201905,-0.007465531,3.0,pituitary,Tr-pi_0213.jpg
1.5177647,-12.770379,4.5145397,-3.3209658,-2.0749204,1.3176097,1.6597247,-0.70797217,0.9192143,-2.241021,-0.34946153,0.761025,3.0,pituitary,Tr-pi_1239.jpg
5.1526628,9.578273,3.0336204,5.3646417,-1.0723623,-1.2170321,-1.9489586,-0.6295699,-0.18102795,2.774046,-0.25414973,0.049334448,3.0,pituitary,Tr-pi_0992.jpg
3.5094042,9.678384,2.315432,4.866303,-1.0420454,-1.1916198,-1.769652,-0.4994342,-0.32231644,2.5625088,-0.2027676,0.08188167,3.0,pituitary,Tr-pi_1082.jpg
4.7445745,10.203775,3.2874496,5.6214504,-1.1911713,-1.3493501,-2.1078286,-0.69615906,-0.28778628,3.0551217,-0.28117695,0.07252135,3.0,pituitary,Tr-pi_0963.jpg
-8.556392,-8.460792,-0.58644086,0.37098595,4.2390995,-0.53472674,-0.65161705,-0.28814194,0.39675272,1.9757001,0.088663794,-0.71574837,3.0,pituitary,Tr-pi_1410.jpg
3.1903665,9.328158,2.274894,3.2994893,-0.42594808,-0.77024156,-1.1544976,-0.23419406,-0.4200348,1.8642403,-0.2438184,-0.235589,3.0,pituitary,Tr-pi_1014.jpg
-8.683993,-9.070473,-0.663908,0.6336149,4.245508,-0.57971567,-0.5736105,-0.41769147,0.48236603,2.089849,0.13181026,-0.72851497,3.0,pituitary,Tr-pi_1422.jpg
3.8218272,9.220386,2.5365212,3.742638,-0.52487415,-0.8512005,-1.3128927,-0.3223665,-0.341513,2.0524209,-0.25685573,-0.19043435,3.0,pituitary,Tr-pi_1074.jpg
-4.612963,-9.077078,-0.8921054,1.7414548,-3.2554903,-0.6177332,1.93179,-0.68448496,-0.4899112,-0.05337782,0.46907675,0.28885418,3.0,pituitary,Tr-pi_0532.jpg
0.9322385,-12.3925705,4.3454595,-3.256879,-2.0259092,1.2503786,1.5374467,-0.70296824,0.8254628,-2.187287,-0.33912796,0.69203097,3.0,pituitary,Tr-pi_0819.jpg
2.5642984,9.579567,1.6039897,4.318719,-1.0002592,-1.1091534,-1.5891662,-0.37831002,-0.37886107,2.272487,-0.14002043,0.111957274,3.0,pituitary,Tr-pi_0611.jpg
-3.9737206,-9.111795,-0.3283273,0.825339,-2.2811496,-0.3133465,1.5930932,-0.5992353,-0.23795639,-0.15296845,0.3517494,0.17909805,3.0,pituitary,Tr-pi_0039.jpg
1.9942344,-12.754434,5.1752853,-3.8455615,-1.5186864,1.4818444,1.1350144,-0.82084316,1.1096748,-2.2702162,-0.40709427,0.519169,3.0,pituitary,Tr-pi_0276.jpg
5.3839083,9.062888,2.8213494,4.8969603,-0.9126079,-1.0761262,-1.7665612,-0.5486919,-0.12118372,2.4923034,-0.23653536,0.0069905897,3.0,pituitary,Te-pi_0158.jpg
5.807478,9.981141,3.4701567,6.1578317,-1.3101187,-1.3907152,-2.257756,-0.78605247,-0.14098515,3.1674323,-0.27651975,0.12047198,3.0,pituitary,Te-pi_0026.jpg
-2.9562678,-10.498175,-1.2638661,1.6591995,-3.4742904,-0.42957065,2.2098207,-0.8186657,-0.2756672,-0.25595573,0.64059216,0.12159934,3.0,pituitary,Tr-pi_0191.jpg
-7.922648,-9.128228,-0.3652025,-1.0105292,7.172182,-0.076897405,-1.3937404,-0.1802997,1.0484626,2.2465127,4.8075006e-05,-1.1968938,3.0,pituitary,Tr-pi_1442.jpg
1.9788632,8.779129,1.005119,2.694067,-0.46319348,-0.7074577,-0.9417698,-0.07727845,-0.4166746,1.4515027,-0.115843125,-0.10044494,3.0,pituitary,Tr-pi_1121.jpg
-7.90245,-9.125752,-0.35277268,-1.0364937,7.1965103,-0.067604326,-1.3988886,-0.17921062,1.0561708,2.2418249,-0.002527511,-1.1992004,3.0,pituitary,Tr-pi_0827.jpg
-8.652483,-8.602802,-0.8069922,-0.24605066,6.3390775,-0.40582028,-1.3197942,-0.083668746,0.66888905,2.3653257,0.05575522,-1.1186004,3.0,pituitary,Tr-pi_1324.jpg
5.5419865,-14.371949,6.8999395,-4.845107,-1.2508488,2.0664098,1.0652877,-1.0084844,1.736861,-2.5853252,-0.52080226,0.5732858,3.0,pituitary,Tr-pi_0801.jpg
2.5422087,9.508328,1.6170981,4.233891,-0.95798826,-1.0874723,-1.5540586,-0.36432016,-0.38097763,2.23705,-0.14458445,0.09425054,3.0,pituitary,Tr-pi_0630.jpg
2.6442368,8.109342,1.3082595,4.040041,-0.8412156,-1.0405968,-1.4556195,-0.3206725,-0.22705358,2.0471232,-0.116356425,0.16606268,3.0,pituitary,Tr-pi_1086.jpg
2.338841,-13.188598,4.5173736,-3.1742072,-2.1976995,1.3573843,1.8004091,-0.75493217,1.0064603,-2.2006867,-0.30130792,0.7913723,3.0,pituitary,Tr-pi_0432.jpg
5.346081,10.193931,3.468162,5.959121,-1.2598262,-1.3807526,-2.204148,-0.75443435,-0.21956593,3.1508574,-0.28726393,0.08780245,3.0,pituitary,Te-pi_0168.jpg
1.4301544,-12.570184,4.654093,-3.445067,-1.3368455,1.2989392,1.0328677,-0.83085304,1.0666018,-2.0441277,-0.33127174,0.37180975,3.0,pituitary,Tr-pi_1129.jpg
-8.190708,-9.054018,-0.57448494,-1.0388055,7.722467,-0.12865065,-1.6351837,-0.0503977,1.0197996,2.419434,-0.0012886402,-1.3263441,3.0,pituitary,Te-pi_0250.jpg
-2.4206293,-10.752226,-1.5454128,1.4391643,-2.9856431,-0.3186978,2.118031,-0.805396,-0.14712234,-0.20843175,0.70522314,-0.0698556,3.0,pituitary,Tr-pi_0399.jpg
-7.934493,-8.62839,-0.2993203,-0.8588346,6.424175,-0.13281733,-1.2220261,-0.17363471,0.8798351,2.09212,-0.007877989,-1.0519906,3.0,pituitary,Tr-pi_1370.jpg
-2.042732,-11.19715,-1.4793775,1.511877,-3.3777897,-0.29913354,2.2867224,-0.86843115,-0.13266045,-0.33671644,0.7280037,-0.012507633,3.0,pituitary,Tr-pi_0359.jpg
3.1413937,-13.264281,5.6620703,-4.095089,-1.2984684,1.6414922,0.9632799,-0.9335171,1.3370751,-2.2957978,-0.41190043,0.41526204,3.0,pituitary,Tr-pi_0294.jpg
-3.9050796,-10.097937,-1.4093231,2.382706,-4.3151317,-0.71419585,2.4293182,-0.8593022,-0.5355317,-0.17979518,0.65320706,0.3220888,3.0,pituitary,Tr-pi_0058.jpg
-3.501432,-10.360881,-1.4675156,2.2498848,-4.1729465,-0.63883775,2.4248438,-0.86994207,-0.45707768,-0.20924951,0.68025446,0.25260505,3.0,pituitary,Tr-pi_0079.jpg
3.07603,-13.28578,5.386067,-3.8471534,-1.5839808,1.5851581,1.1910067,-0.90429926,1.2535577,-2.2737978,-0.37389895,0.51272535,3.0,pituitary,Tr-pi_1214.jpg
3.510085,9.540549,2.2752972,4.745898,-0.9984822,-1.1610949,-1.7265546,-0.48005205,-0.3139378,2.501188,-0.20087186,0.071381465,3.0,pituitary,Tr-pi_0624.jpg
3.4155037,-13.359164,5.8953037,-4.2649784,-1.2152433,1.7098486,0.8923058,-0.9552459,1.4005598,-2.3393033,-0.43587035,0.39741677,3.0,pituitary,Tr-pi_0423.jpg
-3.9021084,-10.101572,-1.4173257,2.3902092,-4.322307,-0.71591425,2.4327693,-0.8603791,-0.5365071,-0.17902099,0.65521497,0.32144174,3.0,pituitary,Tr-pi_0055.jpg
